news_id,asset,published_at,source,title,url,lexicon_sentiment,llm_sentiment,manual_label,label_notes
798a8c99076594e2ef7f9fab4b1a2bb1895c36323b78f2a8be39702aa61ea780,BTC-USD,2026-09-18T12:00:00+00:00,Fortune,"Current price of Bitcoin for September 18, 2026 - Fortune",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1IQmVQWWM0SHZSOHRqTzJlMnRqamFHTVJ3YVVlSEZhc0JYbExXLUVjMmkwRGVWRjFaZHNBQW5vdTc5M3pxeTBvdzhGNmo4RTZOTFlUaUpvRWxOOXBoV2ZnRlhvUTRwU0U?oc=5,0,,,
66be9ee3220d26f15c8b4b1cd9a3cf7442ce7ba15c66f47b3f778be4766e1788,BTC-USD,2026-09-21T13:01:00+00:00,WSJ,"Bitcoin Jumps Above $85,000 to 8-Month High - WSJ",https://news.google.com/rss/articles/CBMilAFBVV95cUxPbm1ocHJySVRjNEFTTk9TQnk2bGJReXFfc3VvcEk4Q3ZwaElWZFptS2FvSUFVNWJsU2p6Q2RUU3BoNWdWNUpyMHVYbzNEZ3dVajlKY2YzSnNBdC1sWDlJV3lIOXBOa0ZqeWYtU01Yemw3WFFIeDVVRTE1b0lUUDFwZWtVM2xQSy1iUzNvMktrWkFKaFhm?oc=5,0,1,,
74116f98ff57c0bdbf9b2aa78b5b0fe649729e0961f3bf4c6ce1260dc709fb22,BTC-USD,2026-09-15T15:23:42+00:00,Bloomberg.com,Bitcoin Rally Stalls as Optimism About US Crypto Bill Wanes - Bloomberg.com,https://news.google.com/rss/articles/CBMirwFBVV95cUxNUmZMSzVFeWhfc1M5dnJnVkh0dlhqNTRUbFVvOUZCQzItb1lyOThLMFhOc0VISkpGUm0xQTZvWk1OOXZjYzlxQy0xV2ZfNHNQcUhsVGM5YjlNV3dDVUwyaV9SX3dwU3hRVWpmQm5hbThtWXkzb2h1LXU0V1pqYllwQzZEYkkxR0F0YVZoQVQ2aFBxTGRibnhHQmJPV0VrSGd6NS1xQXp5VUpUdnVXSUdB?oc=5,1,,,
c7658270f4321a0f6c9d9da02959e94be137f28bbeebc0b68c581524d6c7c9b5,BTC-USD,2026-09-20T09:40:00+00:00,slate.com,How Bitcoin Became an Emotional Tether for a Specific Type of Lost Boy - slate.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxOS2Fya2hHWGRsSHVFZWtsbXZBUXh2cjlYeDNidjRaZzRIR3h4YmtMb1RYN21DU052RkNQTjk3djVoVm5UTGFEVFF4TlFSdGpVYjRnOGNUbVJkaDNoR01IN3lXSFQ2MUZKb1RQRmF6OVFBVGFEbkxjZlg5RWQtX1NrOEVZdmswZkZDZ3ZpYnpIaXJTU25qMm1pWHZlWWpfYkdE?oc=5,0,0,,
3fe23f7dc6ea7894a9a6f089870f5b15574fd04cb3abee19ef7a48122927a3bc,BTC-USD,2026-09-21T11:10:55+00:00,CNBC,"Bitcoin hits highest level since January at $85,000, as the market debates whether the 'crypto winter' is over - CNBC",https://news.google.com/rss/articles/CBMicEFVX3lxTFB1ZmdGWG5ublkyVnNGaHplY002MVBfV1g0a1Fpckd0N2lRM0RsSWk4R0R1cjQtVXd5T2dhRERVdFc1MVctWndZWTQ5TTY3dlhwOHNVTXVrNnh4SmkyVjRodWQySmF6Zzd5SkdNdHNSY2bSAXZBVV95cUxNdE0zQ2N1bUlzeERWOEpqWGcxNnRwemNMZWtmemdsRnIwbXpuRnJvdTdON2xnNUF5ZmZoX212SWZORE13Y2pONVd6NnR0S3lYTDJNM2pqN0lLVGhZTDJBeHJVbnQ5XzVkSVlLMHZqdDBzUnlEbGZB?oc=5,0,,,
d495b81e5c4493c4f094ea643cf19eb4cee600bf4f62374edc4b68aa52ee14e3,ETH-USD,2026-09-18T06:17:55+00:00,CoinDesk,Ethereum developers warn ‘any teenager’ could disrupt upcoming Glamsterdam test - CoinDesk,https://news.google.com/rss/articles/CBMivwFBVV95cUxNX2gxaTZ4UGs2RUNjMEFnX25pUjFfdkpiRGVIM1k3cjFvX01vTm43NklYd0dteEN6c1hvb3RrUmRhN3Q0d3BfWER1WGJYT1NrTng0S3dxYzZCODdoc2VPVHpFMzU5b2lZSG14OGt2NUl5dUF4c3FkNGZqWFI5NUhMcXMtc0RGbFd4aHlHTWpBbmc4SU0yRjUzcWJyaWMzamxQd0xEcWFtVlBjd3ZOOE53dWRJWXdHZ205UXp0NFJYYw?oc=5,0,,,
73b074df5afb5283579a5dc3987c3d0be1b484ddae28648b47002fc43f1571a7,ETH-USD,2026-09-18T19:20:28+00:00,Yahoo Finance,Why Ethereum Jumped 5.8% Today - Yahoo Finance,https://news.google.com/rss/articles/CBMikgFBVV95cUxPV3AzWUNERWphQ19zQjB6Wkx5MGJyLV9fMm5QanRtbTV5Y0dHNkMzQXQ1MFJMNEM4d0M1SHZUVi1UYTVVYjdZQzhjU1BMaExHdFZiYWFaa1lpQ0lHVlZXbTFUX21WaVJXdktJVlViYVNOUURWRUdKNU5XQk9ZVW1rVTZDSk8wdWQzTXJsWXNKOHJ2Zw?oc=5,0,1,,
6935d3e2668a207ce013401b9db717d6ad1c3c240479766fdacf1cb91af2e680,ETH-USD,2026-09-21T16:33:00+00:00,Fortune,"Current price of Ethereum for September 21, 2026 - Fortune",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9ZeGxvMGZNMXoyOEcxNTFmcEQ3bGstdmVPSWlxUi1SQWN1MnJTNlJ0NUhOc2ZVVUxBNFI5TVl4VEdyQmExZmczMTJVVkliWmQ2Z2w3LUVJY1lVVG41UWl1WmFJX2t3Qmgz?oc=5,0,,,
ded9592b48ab99ce3e2a0b503f2cdab2b6ec741d00037338b549e8b573730f66,BTC-USD,2026-09-21T11:10:55+00:00,cnbc.com,"Bitcoin hits highest level since January at $85,000, as the market debates whether the 'crypto winter' is over - cnbc.com",https://news.google.com/rss/articles/CBMicEFVX3lxTFB1ZmdGWG5ublkyVnNGaHplY002MVBfV1g0a1Fpckd0N2lRM0RsSWk4R0R1cjQtVXd5T2dhRERVdFc1MVctWndZWTQ5TTY3dlhwOHNVTXVrNnh4SmkyVjRodWQySmF6Zzd5SkdNdHNSY2bSAXZBVV95cUxNdE0zQ2N1bUlzeERWOEpqWGcxNnRwemNMZWtmemdsRnIwbXpuRnJvdTdON2xnNUF5ZmZoX212SWZORE13Y2pONVd6NnR0S3lYTDJNM2pqN0lLVGhZTDJBeHJVbnQ5XzVkSVlLMHZqdDBzUnlEbGZB?oc=5,0,1,,
a8c5003a18da41e351e8f524297930f393454b457a7f34f33cbd534ce4d1ce4f,BTC-USD,2026-09-21T18:57:00+00:00,WSJ,"Bitcoin Jumps Above $86,000 to 8-Month High - WSJ",https://news.google.com/rss/articles/CBMilAFBVV95cUxPbm1ocHJySVRjNEFTTk9TQnk2bGJReXFfc3VvcEk4Q3ZwaElWZFptS2FvSUFVNWJsU2p6Q2RUU3BoNWdWNUpyMHVYbzNEZ3dVajlKY2YzSnNBdC1sWDlJV3lIOXBOa0ZqeWYtU01Yemw3WFFIeDVVRTE1b0lUUDFwZWtVM2xQSy1iUzNvMktrWkFKaFhm?oc=5,0,1,,
